Word,Counts
ecofriendly,1
ecoinvent,1
ecologically,1
economys,1
ecotoxicity,1
edxs,1
eesti,1
ef102,1
ef106,1
ef109,1
efficiencies,1
effluents,1
egg,1
eggs,1
ehrlich,1
eiu,1
ekman,1
elaeis,1
elasticities,1
elasticity,1
electric,1
electrolysis,1
electron,1
electronics,1
element,1
elimination,1
elites,1
elsewhere,1
emanations,1
emitter,1
emmissions,1
empirically,1
enc,1
encompasses,1
encroachment,1
endofcentury,1
endusers,1
energetically,1
energybiomass,1
energyconsuming,1
energydispersive,1
energyefficiency,1
energyprediction,1
engineeringall,1
engines,1
entirely,1
entrepreneurs,1
entropy,1
environmentalists,1
environmentallyfriendly,1
epa,1
episode,1
epr0352881,1
equal,1
equally,1
errors,1
erupting,1
eruptions,1
erythrina,1
escalates,1
escalation,1
estimating,1
etaflorence,1
ethiopia,1
eua,1
evaluations,1
evaporation,1
evenly,1
everyone,1
exacerbates,1
exactness,1
examples,1
excellent,1
exchangers,1
exemptions,1
exergy,1
exerts,1
exhibits,1
exiobase,1
exmrp,1
expanses,1
expectancy,1
expectations,1
expenditures,1
experiences,1
explicitly,1
explosion,1
exponentially,1
exporter,1
exports,1
extension,1
extensions,1
extrapolation,1
exudates,1
facetoface,1
facilitation,1
factorys,1
facts,1
fam13,1
family,1
fanp,1
fans,1
faostat,1
farmhouse,1
farmland,1
farther,1
fast,1
fatmawati,1
faults,1
fear,1
fears,1
fee,1
feedin,1
feedstocks,1
ferries,1
ferry,1
fifteen,1
fight,1
figures,1
file,1
financial,1
financing,1
fineresolution,1
firebase,1
firewood,1
firmly,1
firmsyears,1
firstmile,1
firstorder,1
fishandpoultry,1
fishbone,1
fits,1
fiveyear,1
flakes,1
fleet,1
flood,1
flowability,1
fluctuate,1
flue,1
fluidization,1
flurry,1
fma,1
fmols,1
fog,1
followup,1
folu,1
foodenergywatercarbon,1
foodfeed,1
forecasts,1
forestation,1
forestlands,1
forestrypeatlands,1
foresttoplantation,1
forma,1
format,1
formula,1
formulas,1
fortunately,1
forum,1
fossilsources,1
fourlevel,1
fourteen,1
fourth,1
francoangeli,1
freely,1
fromoutlet,1
fronds,1
fuelcookstoves,1
fumes,1
functioning,1
fungi,1
fvw,1
fvwmanagement,1
gadjah,1
gain,1
gains,1
gams,1
gatetogate,1
gaung,1
gaw,1
gdrp,1
gebang,1
gemi,1
general,1
generalisation,1
generating,1
gentungan,1
geographies,1
geography,1
geohazards,1
geomate,1
geometry,1
geomorphology,1
geophysics,1
geoscience,1
geotiff,1
gep,1
gift,1
gis,1
glasgow,1
glass,1
glimpse,1
globalaverage,1
glucan,1
gm2yr,1
gmdh,1
gmdhandmultilayer,1
god,1
gold,1
goldstein,1
goodsis,1
gosat,1
govermnet,1
grade,1
gradients,1
grains,1
grass,1
grassland,1
gratuita,1
grave,1
greenhousegas,1
greenport,1
gresik,1
grey,1
grosso,1
growthconservation,1
gruyter,1
gtapepowers,1
gtco2eq,1
gton,1
guidance,1
guinea,1
guineensis,1
gwh,1
gwp100a,1
ha1as,1
ha1year1,1
ha1yr1,1
habits,1
hadiwijoyo,1
hairiah,1
halimun,1
halosteric,1
halting,1
hamlet,1
harm,1
harmonization,1
harmony,1
harvests,1
hazards,1
hdg,1
hdpe,1
head,1
heatwave,1
heights,1
hemisphere,1
herbs,1
herd,1
heritage,1
heterogeneity,1
hevs,1
hic,1
hics,1
high,1
highemissions,1
highend,1
highresolution,1
hightech,1
highyielding,1
hill,1
historically,1
history,1
hohai,1
hole,1
holistically,1
homicides,1
hong,1
hood,1
hope,1
horn,1
hostrock,1
hourly,1
hours,1
houses,1
howson,1
hpa,1
hpal,1
hsd,1
httpcreativecommonsorglicensesbyncnd40,1
httpswwwdndcsrunhedu,1
hub,1
hulu,1
hundreds,1
hungary,1
hunger,1
hurricane,1
husk,1
husks,1
husrevoglu,1
hutama,1
hutan,1
hwp,1
hybridization,1
hybridstructure,1
hydrologic,1
hydroreservoir,1
hydrorunofriver,1
hypophthalmus,1
iaeri,1
ias1,1
ias2,1
icae2018,1
icewhich,1
ideas,1
identifying,1
idr1281136274,1
idr818373tonne,1
idx,1
igo,1
ijtech,1
iklh,1
ilucrisks,1
imageries,1
imbalance,1
imcg,1
imo,1
implementers,1
implication,1
important,1
importers,1
improperly,1
improve,1
incentivisation,1
inceptisol,1
incidence,1
incident,1
incineration,1
incinerator,1
inconsistency,1
inconsistently,1
incorporation,1
incountry,1
inderscience,1
indexes,1
indexs,1
indiaeu,1
indias,1
indiaus,1
indicatesthat,1
indication,1
individuals,1
indrajaya,1
indralayas,1
inductively,1
inefficiency,1
inefficient,1
infestation,1
infill,1
infiltration,1
inflation,1
informants,1
infrared,1
infrastructures,1
ingongo,1
inhabitants,1
inhibitor,1
initially,1
initiation,1
inline,1
inorganic,1
inputoutput,1
insertions,1
insignificantly,1
install,1
installations,1
instalment,1
institution,1
institutional,1
int,1
interactions,1
interception,1
intercomparison,1
intercropping,1
interestingly,1
internationally,1
internet,1
interpretations,1
interrelationship,1
interrow,1
intervals,1
inti,1
inundation,1
invasion,1
inversely,1
investigation,1
investors,1
inwest,1
iods,1
ion,1
ionisation,1
ions,1
ipccar5,1
ipccs,1
ips,1
iqaircom,1
ir64,1
ireci,1
irio,1
iron,1
irr,1
irrespective,1
is2,1
is3,1
isari,1
islamic,1
isolation,1
italy,1
jack,1
jacq,1
jaken,1
jam,1
jamali,1
jamaligrid,1
jar,1
jati,1
jointly,1
jonas,1
jordan,1
journals,1
journey,1
jtra,1
judgment,1
juncto,1
justice,1
justification,1
kabupaten,1
kaen,1
kalium,1
kamparindragiri,1
kaohsiung,1
kapal,1
kappa,1
kapuas,1
kartanegara,1
karya,1
kayu,1
kcal,1
kennedy,1
kenneth,1
kenya,1
kertajaya,1
key,1
keywords,1
kft,1
kgco2eqkg,1
kgco2eqmj,1
kgco2eqpersony,1
kgha1yr1,1
kgpersonday,1
khasanah,1
khon,1
kilograms,1
kilometers,1
kind,1
kinds,1
kirkpatrick,1
km3,1
kmp,1
koh,1
konawe,1
kong,1
kphp,1
kraay,1
kragilan,1
kupangindonesia,1
kutai,1
kwh1,1
kwhmonth,1
kwp,1
kyushu,1
labour,1
lactobacillus,1
lagoons,1
lake,1
lakes,1
lamandau,1
lamandaus,1
landing,1
landless,1
landowners,1
landsat8,1
landslides,1
landuses,1
lane,1
lanina,1
late,1
latex,1
latin,1
latitude,1
laundry,1
laut,1
lawrence,1
layouts,1
lband,1
lcs,1
leaching,1
lead,1
leads,1
leak,1
leakingfluids,1
legislatively,1
legitimacy,1
legume,1
lens,1
lenses,1
lerm,1
library,1
lignite,1
likert,1
likewise,1
limitationsimplications,1
linear,1
linehttpsdoiorg105281zenodo3467071httpsdoiorg105281zenodo3467071a,1
lineinlineformula017spanspan,1
liquid,1
literacy,1
liters,1
lithuania,1
liver,1
lm1,1
lm18,1
loading,1
loadm,1
loads,1
lobster,1
localcommunity,1
locally,1
locals,1
loggers,1
logic,1
logs,1
lombok,1
longhaul,1
longlines,1
look,1
loops,1
losari,1
lot,1
lowerincome,1
lowest,1
lrc,1
lulucf,1
lusi,1
luxembourg,1
m3day,1
m3month,1
m3s,1
mackerel,1
mada,1
magnet,1
magnitudes,1
main,1
maize,1
maker,1
malahayati,1
malaise,1
malawi,1
malukupapua,1
manajemen,1
manganese,1
mangroveholding,1
mangroverich,1
maret,1
massively,1
matching,1
matlab,1
mato,1
matrices,1
maximally,1
mbar,1
mdg,1
meanings,1
meantime,1
measure,1
mechanization,1
mediasubstrate,1
mediator,1
mediumlong,1
mediumweight,1
melt,1
melting,1
mesoamerica,1
messa,1
metaanalyses,1
metaanalysis,1
meters,1
methanogenesis,1
methanol,1
methanomassiliicoccaceae,1
methanosarcinaceae,1
methanotrophs,1
methanotrophy,1
methodofmoment,1
methylotrophicus,1
metropolitan,1
mezzo,1
mfa,1
mgco2e,1
mhz19b,1
microbes,1
microcontroller,1
micronutrients,1
microorganisms,1
microresistivity,1
microscopy,1
microstructure,1
microwave,1
mid,1
mid2021,1
midcentury,1
middelaar,1
middle,1
midpoint,1
midstream,1
midtwentieth,1
midyear,1
migeon,1
military,1
milling,1
millionyear,1
mind,1
miners,1
minimization,1
ministries,1
minutes,1
misleading,1
mississippi,1
missouri,1
mitigate,1
mitigating,1
mixedinteger,1
mixing,1
mj1,1
mjkw,1
mjkwhelectric,1
mjnm3,1
mjton,1
mly,1
mmq,1
mno2,1
moderation,1
modes,1
modifications,1
moef,1
moist,1
molasses,1
moment,1
money,1
monograph,1
month,1
morphologically,1
motivation,1
motorbike,1
motorcycles,1
mounds,1
movements,1
mrf,1
mrio,1
mrr,1
mton,1
mtonco2e,1
mty1,1
mtyear,1
muara,1
mud,1
mudrich,1
multidepot,1
multimodel,1
multiobjective,1
multipleresolution,1
multiplier,1
multiproduct,1
multistakeholders,1
multistorey,1
mwhday,1
mycobacterium,1
n2p4,1
nadir,1
nam,1
nardlpmg,1
nardlpmgs,1
narration,1
narrative,1
nationstates,1
naturally,1
ncv,1
ndir,1
neap,1
near,1
nearpristine,1
nearsurface,1
necessity,1
necromass,1
neighboring,1
neighbour,1
neira,1
neither,1
networksinto,1
netzero,1
never,1
next,1
nfertilisation,1
ngadirejo,1
nh4,1
nies,1
nighttime,1
niloticus,1
nino,1
nir,1
niso46h2o,1
nitrification,1
nitrite,1
nitzschia,1
nizam,1
nm3,1
nmvoc,1
no3,1
no8,1
nobody,1
nodairy,1
nonanalogue,1
none,1
nonetheless,1
nonprocess,1
nonril,1
noordwijk,1
nor,1
northeast,1
northsoutherly,1
norway,1
nothing,1
novelty,1
novita,1
npp,1
nres,1
ntfps,1
nuances,1
nucifera,1
nur,1
nursery,1
nutritionenvironment,1
object,1
obligation,1
obviously,1
occupation,1
occurrences,1
oco2,1
oecdfao,1
oer,1
of3,1
offering,1
offshore,1
ofr,1
ogawa,1
oilseeds,1
oleifolia,1
omega,1
onboard,1
onequarter,1
onethird,1
onfarm,1
onshore,1
onsite,1
onto,1
oosting,1
opec,1
openings,1
openlca,1
operating,1
operators,1
opinion,1
oreochromis,1
organically,1
organisation,1
organizing,1
originalityvalue,1
originates,1
origins,1
osant1,1
oscillation,1
osmosis,1
outflows,1
outlook,1
outset,1
overestimate,1
overexploitation,1
overflow,1
overly,1
overshooters,1
overshooting,1
overview,1
overweight,1
owning,1
oxides,1
p50001,1
pagamento,1
pairs,1
palmonpeatlands,1
palsar,1
pancadarma,1
panicle,1
paraguay,1
partially,1
particulars,1
partner,1
partners,1
past,1
patch,1
paul,1
pbcas,1
pca,1
pcambia1300,1
pci,1
pctool,1
peatlandtopalm,1
peerreview,1
pekalongan,1
penerapan,1
pengembang,1
pengkajian,1
penstock,1
penumpang,1
perceptron,1
perhaps,1
permission,1
permits,1
permitting,1
person,1
personale,1
perturbations,1
perum,1
pesaran,1
pest,1
pesticide,1
pfp,1
pgc,1
phenolformaldehyde,1
phev,1
phh,1
phosphor,1
photon,1
physically,1
phytoplankton,1
pickup,1
pieces,1
pig,1
pinatubo,1
pksfiring,1
plaju,1
planetary,1
planners,1
plantarum,1
planview,1
plasticday,1
pledges,1
pls,1
plssem,1
pltb,1
pmn,1
po43respectively,1
policys,1
pollen,1
polluters,1
polygon,1
polysaccharides,1
poncosari,1
pontianak,1
popularization,1
pores,1
porosity,1
positions,1
possibilities,1
post,1
postdisturbance,1
postgraduate,1
postharvest,1
postmt,1
potash,1
potato,1
practitioners,1
pre,1
precedents,1
precipice,1
precipitate,1
precisely,1
predictor,1
predominantly,1
predominately,1
preferences,1
prerequisite,1
presentday,1
preserve,1
presumably,1
pretty,1
priambodo,1
pricing,1
primary,1
prince,1
principally,1
privilege,1
probes,1
procurement,1
producibility,1
productionviaevaporation,1
productsgasoline,1
proenvironment,1
professor,1
profit,1
profitably,1
profits,1
programmes,1
programming,1
progressively,1
proklim,1
prolongation,1
promoter,1
proof,1
property,1
proponents,1
proportionally,1
proposition,1
pros,1
prosumers,1
prosym,1
protocols,1
providencia,1
pruning,1
psfs,1
psychology,1
puntal,1
purposive,1
purposively,1
putra,1
pvplanner,1
qfd,1
quadratic,1
qualsiasi,1
quantities,1
quarry,1
question,1
quite,1
radiative,1
radius,1
raikoke,1
rail,1
rails,1
rainforests,1
rains,1
ramadan,1
ranking,1
ranomahera,1
rapid,1
rational,1
rationality,1
ratios,1
rawa,1
rcp26,1
reactions,1
reactorwere,1
readily,1
readymix,1
realscale,1
recharging,1
recipe,1
reconfiguration,1
recycle,1
recyling,1
red,1
redistribution,1
ref,1
refineries,1
refinery,1
refining,1
reforestation,1
refrigerators,1
refutation,1
regards,1
regencies,1
regents,1
regionally,1
regressionpanel,1
regressions,1
regrowth,1
regularly,1
reinforcing,1
reinjection,1
reinstitution,1
relatives,1
remote,1
removals,1
reorientation,1
repair,1
repeatedly,1
replacement,1
replicates,1
reportintergovernmental,1
reputation,1
request,1
researcher,1
researches,1
residents,1
resin,1
resistivity,1
resourcedependent,1
resourcetechnology,1
responsibilities,1
restriction,1
retailer,1
retention,1
reusing,1
revegetation,1
revenues,1
reviews,1
rewilding,1
rhizobium,1
rhizoryzae,1
riaus,1
rica,1
ricegrowing,1
richness,1
right,1
rio,1
riproduzione,1
riskesdas,1
rizaludin,1
roadmap,1
roadsdecks,1
roaming,1
rooftops,1
rooms,1
roots,1
roster,1
rot,1
rotations,1
roughly,1
row,1
rrna,1
rules,1
rumah,1
ruminant,1
ruminants,1
runoff,1
rupiahs,1
sa1,1
saffirsimpson,1
saharjo,1
sahel,1
salak,1
salts,1
sam,1
samboja,1
sampler,1
samw,1
sanctions,1
sands,1
saturation,1
sawn,1
scaling,1
scalingup,1
schema,1
scholar,1
scholars,1
school,1
sciencebusiness,1
sciencedirect,1
scientifically,1
scoring,1
screening,1
scrubland,1
sdg7,1
seaports,1
search,1
searches,1
seasonwildfires,1
seaward,1
seawater,1
sebelas,1
seconds,1
secretariat,1
seemingly,1
segments,1
seismically,1
selfhealing,1
selfhealingtohydrocarbons,1
sem,1
sempls,1
senegalense,1
sentinel5,1
separation,1
sepicanus,1
settings,1
seventeen,1
seventhgrade,1
seventy,1
seward,1
sfm,1
sgd,1
sgnec,1
shade,1
shading,1
shadow,1
shallot,1
shallow,1
sheets,1
shelf,1
shelter,1
shifting,1
shikoku,1
shin,1
shock,1
shoot,1
shorea,1
shortage,1
shortly,1
shows,1
shrimp,1
shrinkage,1
shutters,1
si5,1
siberia,1
siege,1
sigmanot,1
sigmoidal,1
sign,1
signatories,1
signing,1
silica,1
silicaalumina,1
similarities,1
simpari,1
simulates,1
simulator,1
sitespecies,1
sitespecific,1
sixteen,1
skewness,1
skill,1
skills,1
skov,1
slingerland,1
slope,1
slowly,1
slr,1
snowmelt,1
socialization,1
societies,1
soilwater,1
solar,1
solar20mw,1
solar50mw,1
solids,1
somewhat,1
spacing,1
span,1
spatial,1
spb,1
specifications,1
spectroradiometer,1
spells,1
spesific,1
sphere,1
spi,1
spice,1
splitting,1
sport,1
spread,1
spreading,1
spwla,1
squares,1
srac,1
ssc,1
ssp245,1
stabilization,1
staff,1
standing,1
standout,1
stanford,1
start,1
starting,1
starvation,1
statetask,1
static,1
statically,1
station,1
stationsstops,1
statute,1
stems,1
stickler,1
stirpat,1
stockpile,1
stocktakes,1
stomach,1
stomph,1
stone,1
stories,1
storms,1
strait,1
strand,1
strangely,1
strapasson,1
stresses,1
strike,1
strikes,1
student,1
studi,1
studiesmahidol,1
studys,1
sua,1
subcatchment,1
subdistricts,1
subfactor,1
subjects,1
submergence,1
submission,1
submodels,1
suboptimally,1
subplot,1
subsaharan,1
subscribers,1
subsectors,1
substages,1
substances,1
substation,1
substitution,1
subsustainability,1
succession,1
successively,1
suddenly,1
sufficiently,1
suggestion,1
suitability,1
sulfates,1
sum,1
sumatras,1
sumbawa,1
sumbawas,1
sums,1
sun,1
sunda,1
superstructure,1
supplier,1
supposedly,1
suppression,1
supriyanto,1
surakarta,1
surplus,1
surpluses,1
surveillance,1
surveys,1
sustainably,1
swails,1
swath,1
swir,1
switching,1
swot,1
symbolisms,1
symposium,1
synergies,1
synthesise,1
systematic,1
tabulation,1
tajak,1
takakura,1
tanah,1
tandes,1
tangerang,1
tank,1
tanks,1
tannery,1
tariffs,1
taxa,1
tco2km2,1
tdm,1
tdunit,1
teachers,1
tech,1
technicalities,1
teijsmanniodendron,1
teknologi,1
tello,1
tempe,1
temporallyexplicit,1
tens,1
tensions,1
teragrams,1
terajoule,1
terminals,1
terpenoids,1
territory,1
terzi,1
textile,1
texture,1
th6,1
thai,1
thailands,1
thallassiosira,1
theme,1
themselves,1
thereafter,1
thermocline,1
thermodynamics,1
thermoflow,1
thinking,1
thirdparty,1
thirteen,1
thoroughly,1
thoughts,1
thousand,1
threequarters,1
thru,1
thumb,1
tier12,1
ties,1
tiesnamurti,1
tilapia,1
tillage,1
tillering,1
tilt,1
tim,1
timespan,1
timings,1
timor,1
timpan1,1
tire,1
tissuespecific,1
tkn,1
tmailc,1
to85,1
tolerance,1
tonch4year,1
tonco2year,1
tonday,1
tonn2oyear,1
tonneday,1
tonnesyear,1
tonyear,1
top,1
topography,1
topsoil,1
torch,1
torque,1
totale,1
totalsdt,1
towers,1
toxicity,1
tpr,1
traceability,1
traces,1
traci,1
tracks,1
tradeoff,1
traditionally,1
traffic,1
trail,1
train,1
tram,1
transactions,1
transects,1
transformations,1
transit,1
transitioning,1
translation,1
transmission,1
transplanting,1
trash,1
treesspeciesha,1
trials,1
triglycerides,1
trillion,1
trip,1
trl7,1
trl8,1
tropika,1
troposphere,1
trust,1
trvi,1
ttest,1
tuaka,1
tukey,1
turbo,1
turning,1
twenty,1
twig,1
twopool,1
twostage,1
twostroke,1
twothirds,1
twowheelers,1
typically,1
typologies,1
typology,1
uas,1
uass,1
udf,1
unavailability,1
uncertainties,1
unconformity,1
underground,1
undp,1
unfcc,1
unites,1
unity,1
unknowns,1
unlike,1
updates,1
upi,1
upstream,1
urgency,1
us13023,1
us15,1
us500,1
usdcapita,1
usdha,1
usdm3,1
usdtco21,1
usdtco2eq,1
usdton,1
useas,1
usefulness,1
user,1
usgj,1
uso,1
utility,1
v102,1
v19,1
v301world,1
v88,1
vak,1
validity,1
valorization,1
vay,1
vectors,1
vellinga,1
velocity,1
venezuela,1
vents,1
verchot,1
verification,1
victim,1
victims,1
viet,1
vietata,1
vietnams,1
violations,1
visits,1
vitro,1
vocs,1
voters,1
vries,1
walton,1
wanulcas,1
warning,1
wastetoenergy,1
waterash,1
waterefficient,1
waterenergyfood,1
waters,1
waterways,1
watthours,1
wattm2h,1
wave,1
waves,1
weaknesses,1
wealth,1
weed,1
week,1
weeks,1
weightings,1
weights,1
wellbeing,1
wellcome,1
wellspring,1
wellunderstood,1
werethe,1
western,1
wet,1
wetting,1
wheat,1
wherein,1
widening,1
wildfire,1
wind13,1
wind3,1
window,1
windrow,1
winds,1
winterare,1
winters,1
wiod,1
workflow,1
works,1
workshops,1
writing,1
wte,1
wwwgreenbusinessbureaucom,1
wydawnictwo,1
yale,1
yijun,1
zachman,1
zahra,1
zemaitis,1
zenmusext,1
zhejiang,1
zimbabwe,1
zonal,1
μgg,1
100thinspm,2
15c,2
2nd,2
abrsbt,2
absence,2
academics,2
acceptance,2
accurately,2
aceh,2
acrs,2
actively,2
activists,2
advantages,2
aeration,2
aerosol,2
agb,2
agents,2
ahp,2
alanine,2
alaska,2
alba,2
alignment,2
alongside,2
alos,2
alu,2
ambition,2
ameliorant,2
amelioration,2
amongst,2
andor,2
angke,2
animals,2
ann,2
aopd,2
apac,2
api,2
appearance,2
appropriately,2
april,2
aqi,2
architecture,2
ardl,2
ardlpmg,2
argentina,2
arise,2
array,2
aspen,2
assembly,2
associations,2
assumption,2
atlantic,2
atmospheric,2
attack,2
attacks,2
attribute,2
author,2
authority,2
avoidance,2
balances,2
band,2
banda,2
banking,2
banks,2
bantargebang,2
barriers,2
bases,2
batteries,2
behaviors,2
belgium,2
beliefs,2
belowaverage,2
best,2
bill,2
bills,2
biocharcompost,2
