Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,11.65523821,11.27143207,10.91277355,7.199751289,22.5277562,2.096288749,-2.163404428,3.814630317,16.59334673,7.301756471,4.822785479,0.566944541,2.447563002
Afghanistan,AFG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,38.62789186,37.41885544,29.72106714,31.11485491,28.63596858,30.10501136,24.89227001,29.29750105,26.21006854,23.74366399,24.39087363,22.81066274,22.13704137,20.63432272
Afghanistan,AFG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,23.81012701,22.71086418,26.22678975,26.81209923,28.21076807,26.88224161,26.915628,21.89712221,21.1514207,22.74025248,21.15780715,20.44460531,21.22966322,22.12404249
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,
Afghanistan,AFG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,
Afghanistan,AFG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,8.9675335,7.00919125,8.052705822,10.57508247,11.09194916,11.51016072,10.20062464,9.405609332,8.613730505,10.13111817
Afghanistan,AFG,Start-up procedures to register a business (number),IC.REG.PROC,,,,,5,5,5,6,6,6,5,5,5,4,4,4
Afghanistan,AFG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,
Afghanistan,AFG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,2.431257869,1.992065699,1.896233996,2.566267352,2.335545702,2.087412553,1.945835694,1.821345454,1.17541612,1.076949768,1.298012878,0.994575823
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0.119046168,0.883192104,2.547386592,4.915778177,9.905952707,18.02123984,29.88931593,38.34172829,36.23965543,47.17359546,50.35079702,53.28634042,56.26314295,58.39109599
Afghanistan,AFG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,
Afghanistan,AFG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,66.21287558,49.45477614,47.54039113,45.8546199,45.32819095,35.77691719,34.73249579,30.76141949,35.44870645,37.88259687,47.01148663,44.10030115,40.38328305,41.47382344
Afghanistan,AFG,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,100,116.4957534,115.1606804,112.020823,124.0879374,125.8877109,134.228672,138.0900523,142.883567,150.5574865,158.8113212,160.2441792,147.0639095,144.1723377,144.7767706,154.2431474
Afghanistan,AFG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,,,,,,,979344507.8,2023034713,2143951791,2480214114,2435844906,2485331046,2580623924,2587774667,2529865268,2596917266
Afghanistan,AFG,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,,,,,,,,,,0.088604601,0.066607161,0.056832906,0.073390251,0.121574961,0.205386838,0.280271588
Afghanistan,AFG,Net migration,SM.POP.NETM,-1007135,-192286,1327074,388632,-248616,252185,62684,-942887,221000,-58881,-141355,418796,105905,48076,255611,-281739
Afghanistan,AFG,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,216603835.9,624996676.8,788698416.8,454083462,323642538.3,444730790.5,524163478.5,228991809.2
Afghanistan,AFG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,170000,680000,50000000,57799999.9,186900000,271000000,238000000,188690000,46033740,56107246.5,190774432,52173421,56823660,48311346,42975262.5,169146608
Afghanistan,AFG,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,6.959531279,20.84248339,58.25119651,67.92762861,96.31371632,115.3200636,113.8166274,192.3542433,182.0552364,223.2262767,221.1916415,230.6302446,218.823121,163.3589898,151.0862724,126.630723
Albania,ALB,"Population, total",SP.POP.TOTL,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.637356834,-0.938470428,-0.299876697,-0.374149169,-0.417931378,-0.511790116,-0.630911245,-0.755718755,-0.767342959,-0.673894046,-0.496461963,-0.269017332,-0.16515104,-0.183211385,-0.207047,-0.291205787
Albania,ALB,Surface area (sq. km),AG.SRF.TOTL.K2,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,25.4,,,18.5,,,12.4,,,,14.3,,,
Albania,ALB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,3406993379,3906029741,4175916870,5006223195,6361564926,7887615548,9130488517,10274251164,11892989039,12529414231,12709389692,12803938383,12658292221,13156889860,13115546274,12635758376
Albania,ALB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1100,1280,1370,1650,2100,2620,3050,3460,4040,4280,4360,4410,4360,4540,4540,4390
Albania,ALB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,12286421766,13582158059,14578898003,15606803804,16816639913,18018684855,20227106610,22237841236,24373957853,25391563500,27768210136,29663214300,30302939280,31131666723,32827519380,33983876395
Albania,ALB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3980,4440,4780,5130,5560,5980,6760,7490,8270,8670,9530,10210,10450,10750,11360,11800
Albania,ALB,Income share held by lowest 20%,SI.DST.FRST.20,,,8.4,,,8.4,,,8.9,,,,8.9,,7,7.7
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.404,75.639,75.89,76.142,76.376,76.621,76.816,77.549,77.653,77.781,77.936,78.092,78.064,78.123,78.407,78.644
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.231,2.15,2.036,1.978,1.89,1.803,1.724,1.671,1.648,1.647,1.656,1.671,1.692,1.697,1.674,1.613
Albania,ALB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,14.792,9.697,13.217,15.231,19.046,18.869,17.503,17.309,18.545,18.987,19.65,20.692,20.909,20.865,20.942,20.276
Albania,ALB,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,57.5,,75.1,,,60.1,,,,69.3,,,,,,
Albania,ALB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.1,99,98,98.8,99.3,99.8,99,,,99.3,,,,,,
Albania,ALB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,27.2,25.8,24.4,22.9,21.5,20,18.5,17.1,15.8,14.5,13.3,12.2,11.2,10.5,9.9,9.6
Albania,ALB,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,17,,,,,6.6,,,,6.3,,,,,,
Albania,ALB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,95,96,93,96,97,95,97,98,97,99,99,98,99,98,97
Albania,ALB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,96.58268738,96.39394379,,94.44817352,93.43779755,,,96.19241333,92.39359283,91.05149078,88.83624268,92.98265839,98.67212677,89.53917694,100.9847183,98.86158752
Albania,ALB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,71.07807922,72.53716278,72.86855316,75.24343872,74.80220795,77.90939331,79.18955231,82.20059204,84.12509155,85.69499207,88.10388947,89.79815674,92.28983307,96.25608063,97.68486786,97.38848114
Albania,ALB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.976209998,0.987320006,,,0.980199993,0.97803998,0.985040009,0.996869981,0.999790013,1.017809987,1.005689979,1.000290036,0.990100026,0.981589973,0.976679981,0.982420027
Albania,ALB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Albania,ALB,Forest area (sq. km),AG.LND.FRST.K2,7693,7705.77,7718.54,7731.31,7744.08,7756.85,7769.62,7782.39,7795.16,7807.93,7820.7,7834.935,7849.17,7863.405,7877.64,7891.875
Albania,ALB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,3.295906668,3.747335695,4.123056256,4.592166155,5.12973206,5.750665454,6.706001005,7.247817932,7.948629273,8.384437997,8.878083342,9.299614448,9.638438252,9.953503009,10.36269593,12.37701101
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,580.4947642,597.2652527,660.0479841,648.1683871,715.4144831,719.5843781,706.8594077,679.8617651,710.7484985,732.3166818,729.1543727,764.9686166,687.8962599,801.329975,808.4558396,
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.024947338,1.056868354,1.233001531,1.337603171,1.403827431,1.33933834,1.341532815,1.393359028,1.385905947,1.439990654,1.527520742,1.670352593,1.50296459,1.532179288,1.668475763,1.603809903
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1449.647413,1351.230796,1578.165919,1469.264539,1797.525487,1722.07285,1218.360146,1213.124369,1617.744156,1835.684072,1943.343354,2205.70392,2118.327776,2533.252829,2309.366503,
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,3480355258,3922100794,4348068242,5611496257,7184685782,8052073539,8896072919,10677324144,12881353508,12044208086,11926922829,12890764531,12319830437,12776220507,13228147516,11386850130
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.946216592,8.293312631,4.53652416,5.528637465,5.514667911,5.526424247,5.902659036,5.983259519,7.50004143,3.35428935,3.706938153,2.545406145,1.4172428,1.002017541,1.774448853,2.218726375
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.647471468,3.810857374,3.647476271,5.198635303,3.152368925,3.306818147,2.478188887,4.386709383,4.117085426,2.418336059,4.4931432,2.314743797,1.042714606,0.288745964,1.54991707,0.56399135
Albania,ALB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,24.51541204,22.7161642,22.02511409,21.97825708,20.53748631,18.84530872,17.70835362,17.15361957,16.83705384,16.7943836,17.9558664,18.2267896,18.76680189,19.56515781,19.99018136,19.78021442
Albania,ALB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,19.39568914,21.73577378,23.1063696,24.05560851,24.66556227,25.08160659,25.30802592,25.34033192,25.16101033,24.41377839,24.93746193,24.48447822,22.91855334,23.06131685,21.50884574,21.763681
Albania,ALB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.11528555,21.33341083,20.94561617,20.84738645,22.21756076,23.01299115,25.20960773,28.24786542,25.30241812,25.24074861,27.97943524,29.24153714,28.93748776,28.91631514,28.21300146,27.26739115
Albania,ALB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,43.33878759,45.1576132,47.57945205,46.17317459,44.82962655,47.85935563,49.05748251,54.95421469,52.14933338,49.85416579,48.563955,51.97703179,47.57271286,46.95739871,47.19484414,44.53361519
Albania,ALB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,30.79625857,34.98866978,35.26406156,33.8968628,34.19674618,36.86967568,35.69751872,34.46197003,35.77842388,34.55784589,30.30866982,31.41358148,28.32854996,28.05249646,25.67469263,25.8190485
Albania,ALB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,23.98073956,24.24588912,24.55080199,,,,,,,23.90031939,23.05071012,22.30494951,24.5250981,24.7381502
Albania,ALB,Start-up procedures to register a business (number),IC.REG.PROC,,,,12,12,12,12,11,8,6,6,6,5,5,5,5
Albania,ALB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,
Albania,ALB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.246360242,1.309291375,1.320034494,1.336842924,1.381157942,1.350004971,1.567769089,1.820765344,1.984868857,1.51721714,1.558591893,1.528266338,1.487082577,1.408982101,1.346515991,1.162303864
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.936229188,12.45080244,27.24463279,35.56428066,41.12783099,50.45923775,63.59103905,78.03664144,63.00230139,84.07120051,92.41340015,106.8724501,121.0154371,127.67458,116.4887372,117.9871153
Albania,ALB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,1.3281934,1.464517204,1.016872916,0.922637019,0.890238022,0.257234804,1.634190367
Albania,ALB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,38.84660903,41.66134646,42.40963797,41.20113235,40.55848911,40.71001071,43.27752296,49.35693558,51.25237807,46.86069819,49.88713422,56.86241481,55.56894662,56.81648963,57.8387865,54.61563057
Albania,ALB,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,100,98.90928577,98.79935208,94.38502304,92.54564818,91.59316472,91.57583913,91.17727022,90.87050222,90.20426949,94.29697132,93.89141527,95.25016353,94.79366181,93.21495224,92.17676401
Albania,ALB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1122051223,1154309753,1180426822,1550382968,1603744699,2126166749,2517100833,2966604308,4256899003,4605163642,5436572732,6484194296,7384475900,8647046116,8512452310,8447046911
Albania,ALB,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.837415903,0.978010699,1.364199252,0.994083806,1.033749375,1.277094373,1.978365514,1.600279354,1.953437706,2.060274895,3.222640038,3.74210436,4.436915295,4.234449376,5.488332155,10.24058623
Albania,ALB,Net migration,SM.POP.NETM,-63610,-62059,-59876,-57308,-54383,-50855,-47174,-43019,-38736,-34116,-29330,-24465,-19946,-16845,-14265,-12240
Albania,ALB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,4135728.07,4863740.36,6511798.046,26532132.03,9940000,279685288.7,229819782.3,209306821.6,150855105.3,215775643.9,190551293.6,178722842.2,153312400.5
Albania,ALB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,143000000,207300000,135000000,178036400.7,341285112.5,262479012.6,325138316.8,652275603.7,1247181714,1345415234,1089898208,1048706682,917994575.8,1254150556,1149927986,989578334.8
Albania,ALB,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,102.8964804,87.74994054,100.7404058,114.9191206,99.42057056,104.626049,108.2823456,103.9152318,123.7872844,121.9974982,125.3235069,130.6211841,120.3833552,93.25438051,97.32083491,116.3466014
Algeria,DZA,"Population, total",SP.POP.TOTL,30774621,31200985,31624696,32055883,32510186,32956690,33435080,33983827,34569592,35196037,35856344,36543541,37260563,38000626,38760168,39543154
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1.402290858,1.375930803,1.348866952,1.354238911,1.407273215,1.364081963,1.441137296,1.627908677,1.708971675,1.795903932,1.858701991,1.898394281,1.943102134,1.966715818,1.97904881,1.999946051
Algeria,DZA,Surface area (sq. km),AG.SRF.TOTL.K2,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381741
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,5.5,,,,
Algeria,DZA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,49486742818,52500422721,55121958233,62212393141,73519909844,89834366466,1.05E+11,1.23E+11,1.46E+11,1.51E+11,1.61E+11,1.69E+11,1.94E+11,2.10E+11,2.14E+11,1.93E+11
Algeria,DZA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1610,1680,1740,1940,2260,2730,3130,3620,4230,4300,4490,4610,5220,5540,5510,4880
Algeria,DZA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.49E+11,2.68E+11,2.84E+11,3.11E+11,3.32E+11,3.60E+11,3.81E+11,4.15E+11,4.36E+11,4.45E+11,4.70E+11,4.90E+11,4.91E+11,4.88E+11,4.94E+11,4.65E+11
Algeria,DZA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8090,8580,8990,9710,10200,10910,11400,12220,12610,12640,13100,13410,13180,12850,12760,11760
Algeria,DZA,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,9.4,,,,
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.478,70.823,71.23,71.287,71.762,72.061,72.334,72.602,72.941,73.62,73.808,74.123,74.202,74.615,75.11,75.622
Algeria,DZA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.566,2.507,2.456,2.481,2.512,2.555,2.604,2.677,2.753,2.813,2.843,2.88,2.956,2.957,3.004,3.041
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,9.302,8.797,8.632,8.838,8.96,9.214,9.376,9.455,9.095,9.635,10.288,11.134,11.95,12.684,12.771,11.888
Algeria,DZA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,64,,57,,,,61.4,,,,,,,57.1,,
Algeria,DZA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,92,,95.9,,,,95.2,,,,,,,96.6,,
Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,41.7,40.1,38.5,36.9,35.3,33.8,32.3,31,29.8,28.7,27.8,27.1,26.5,26.1,25.7,25.3
Algeria,DZA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,5.4,,11.1,,,,3.4,,,,,,3,,,
Algeria,DZA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,80,83,81,84,81,83,91,92,88,92,95,95,95,95,95,95
Algeria,DZA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,80.16638947,86.29779053,88.08229828,89.7199173,91.32530212,93.07539368,83.62890625,94.39851379,112.9766464,91.88226318,95.61699677,97.63629913,101.5528793,106.0316772,108.3915787,105.5467224
Algeria,DZA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,65.11698151,68.81997681,71.94891357,74.10385895,77.50798798,78.98921204,79.88452911,70.31385803,76.70108032,92.87783051,96.93727875,99.61434937,,,,
Algeria,DZA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.964209974,0.974020004,0.98010999,0.990549982,0.995850027,0.999260008,1.00127995,1.00127995,0.986199975,0.979049981,0.993629992,0.994899988,,,,
Algeria,DZA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Algeria,DZA,Forest area (sq. km),AG.LND.FRST.K2,15790,16129,16468,16807,17146,17485,17824,18163,18502,18841,19180,19256,19332,19408,19484,19560
Algeria,DZA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,17.14473859,17.12973175,17.3813147,18.10364537,18.3607041,18.92149972,18.7396069,18.88262977,18.85499442,18.69186866,18.90605122,19.00414484,19.23047657,18.83982081,18.67790153,18.53688623
Algeria,DZA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,877.1719073,866.9471172,914.9150398,959.2505064,957.5983047,983.6821598,1038.274621,1083.99416,1078.204336,1158.182354,1117.980489,1144.32285,1233.616948,1252.074795,1333.136069,
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.601091334,2.520628756,2.605710423,2.751117478,2.752777237,2.857944775,2.985167076,3.023517628,3.116791196,3.18708325,3.184370944,3.305246199,3.621386505,3.658489731,3.811544367,3.951983699
Algeria,DZA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,689.2367578,714.7851262,736.1335584,791.523977,808.6081082,895.8423919,867.7413064,899.1041533,951.7034508,869.7001881,1020.070535,1126.957018,1242.063895,1283.610433,1368.621519,
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,54790392746,54744712815,56760355865,67863828413,85332581189,1.03E+11,1.17E+11,1.35E+11,1.71E+11,1.37E+11,1.61E+11,2.00E+11,2.09E+11,2.10E+11,2.14E+11,1.66E+11
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.8,3,5.6,7.2,4.3,5.9,1.7,3.4,2.4,1.6,3.6,2.899999999,3.4,2.8,3.8,3.7
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,22.67800919,-0.473401961,1.320427849,8.330733637,12.24763194,16.12535042,10.54670428,6.395337251,15.31058101,-11.16161545,16.1199809,18.22801225,7.458336524,-0.093304378,-0.300580435,-6.455650412
Algeria,DZA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.395048495,9.749419994,9.224982107,9.810558037,9.440477389,7.691314872,7.543077591,7.570625794,6.586675992,9.343365411,8.466443577,8.11058988,8.770686355,9.851117128,10.28639707,11.57870734
Algeria,DZA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,53.33096965,49.19828261,48.30065537,49.98314079,51.49832082,56.5538885,58.1285649,56.68648158,57.8354418,46.9481768,49.9674271,49.14014652,47.36116836,43.90409997,41.94030182,35.38269671
