Country Name,Country Code,Indicator Name,Indicator Code,2017,2018,2019
Indonesia,IDN,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,51.36417729,52.38175982,50.14133315
Indonesia,IDN,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,41.87751923,43.11955364,46.29144358
Indonesia,IDN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,23.18610091,20.44881686,20.30346231
Indonesia,IDN,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,28.08890343,28.71329378,30.71137083
Indonesia,IDN,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,3.2591673212E10,3.7643260814E10,3.9202593616E10
Indonesia,IDN,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1.57E11,1.92E11,1.74E11
Indonesia,IDN,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,0.844938184,0.736125655,0.410075514
Indonesia,IDN,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,9.975857923,10.74118384,9.460889964
Indonesia,IDN,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,3.708116877,3.63676155,3.558940262
Indonesia,IDN,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,16.24174346,16.73750572,13.71569126
Indonesia,IDN,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,3.61,3.77,4.14
Indonesia,IDN,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,6.82,7.39,10.66
Indonesia,IDN,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,5.67,5.89,6.14
Indonesia,IDN,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,5.86,6.25,6.71
Indonesia,IDN,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,6.64,6.76,6.91
Indonesia,IDN,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,5.75,6.11,6.19
Indonesia,IDN,Import volume index (2000 = 100),TM.QTY.MRCH.XD.WD,217.2275741,242.9502051,228.7305305
Indonesia,IDN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,8.289E9,1.0314E10,1.1308E10
Indonesia,IDN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,7.564485471,8.453189767,9.198053424
Indonesia,IDN,Rural population (% of total population),SP.RUR.TOTL.ZS,45.341,44.675,44.015
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,1.31253454E8,1.32530163E8,1.33784436E8
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,1.006439524,0.966206436,0.937689274
Indonesia,IDN,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.059,1.06,1.06
Indonesia,IDN,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1.449070443,1.462960932,1.475007153
Indonesia,IDN,"Population ages 65 and above, total",SP.POP.65UP.TO,1.6782627E7,1.7248206E7,1.7775805E7
Indonesia,IDN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,9514132.0,9767193.0,1.005292E7
Indonesia,IDN,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,3.526656539,3.658658835,3.790784752
Indonesia,IDN,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,5.676789678,5.76477864,5.844133842
Indonesia,IDN,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,7.108995803,7.130943494,7.158739302
Indonesia,IDN,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.802088423,7.668989691,7.545381437
Indonesia,IDN,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,7.993353104,7.988406035,7.956461767
Indonesia,IDN,"Population ages 15-64, male",SP.POP.1564.MA.IN,9.0092212E7,9.1143524E7,9.2160269E7
Indonesia,IDN,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.16951685,8.071067596,7.998036109
Indonesia,IDN,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.857147519,8.801803137,8.719659662
Indonesia,IDN,"Population ages 0-14, male",SP.POP.0014.MA.IN,3.5884692E7,3.5912144E7,3.5915288E7
Indonesia,IDN,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,8.714713171,8.508714007,8.323903612
Indonesia,IDN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.262,2.234,2.215
Indonesia,IDN,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,23.8,23.0,22.2
Indonesia,IDN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,151.493,143.61,142.276
Indonesia,IDN,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,1.1,1.1,1.1
Indonesia,IDN,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,0.5,0.5,0.5
Indonesia,IDN,"Prevalence of overweight (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,10.3,10.7,10.9
Indonesia,IDN,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.462625801,0.432861609,0.324109012
Indonesia,IDN,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2.0532,3.1154,3.807
Indonesia,IDN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85.0,85.0,85.0
Indonesia,IDN,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.38,0.35,0.33
Indonesia,IDN,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,3700.0,3500.0,3400.0
Indonesia,IDN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.2,0.2,0.1
Indonesia,IDN,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,21.6,21.3,21.1
Indonesia,IDN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4
Indonesia,IDN,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,2.2,2.2,2.1
Indonesia,IDN,Number of under-five deaths,SH.DTH.MORT,119844.0,113871.0,108758.0
Indonesia,IDN,Number of deaths ages 20-24 years,SH.DTH.2024,22833.0,22796.0,22743.0
Indonesia,IDN,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,29.6,30.4,31.2
Indonesia,IDN,"Secondary education, duration (years)",SE.SEC.DURS,6.0,6.0,6.0
Indonesia,IDN,"Primary education, teachers",SE.PRM.TCHR,1827213.0,1727377.0,1771614.0
Indonesia,IDN,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.9114304,106.41082,90.98205566
Indonesia,IDN,"Primary education, duration (years)",SE.PRM.DURS,6.0,6.0,6.0
Indonesia,IDN,"Compulsory education, duration (years)",SE.COM.DURS,9.0,9.0,9.0
Indonesia,IDN,External balance on goods and services (current US$),NE.RSB.GNFS.CD,1.0147166698E10,-1.1139964477E10,-4.976882662E9
Indonesia,IDN,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1.89E11,2.12E11,1.96E11
Indonesia,IDN,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.36E15,3.64E15,3.73E15
Indonesia,IDN,Gross capital formation (current US$),NE.GDI.TOTL.CD,3.42E11,3.6E11,3.78E11
Indonesia,IDN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,32.16063886,32.28849709,32.34688455
Indonesia,IDN,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,4.37E15,4.79E15,5.12E15
Indonesia,IDN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.17730444,21.0027465,18.5915278
Indonesia,IDN,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,2.74E15,3.12E15,2.94E15
Indonesia,IDN,Gross national expenditure (constant 2015 US$),NE.DAB.TOTL.KD,9.57E11,1.02E12,1.06E12
Indonesia,IDN,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,66.39614413,66.00112744,66.73893587
Indonesia,IDN,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,9.02E15,9.79E15,1.06E16
Indonesia,IDN,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,1.53E12,1.65E12,1.77E12
Indonesia,IDN,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,4.981635727,5.136891243,5.160699211
Indonesia,IDN,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,5.82E11,5.94E11,6.48E11
Indonesia,IDN,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,8.5590618904E10,8.9716707521E10,9.2648510237E10
Indonesia,IDN,Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS,5.223835618,4.322842782,4.447142324
Indonesia,IDN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.520961185,0.506647952,0.496321888
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,32.33580625,39.90463864,47.69064898
Indonesia,IDN,Fixed broadband subscriptions,IT.NET.BBND,6215923.0,8874116.0,1.0284364E7
Indonesia,IDN,Mobile cellular subscriptions,IT.CEL.SETS,4.35193605E8,3.19434605E8,3.41277549E8
Indonesia,IDN,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,15558.0,16932.0,29066.0
Indonesia,IDN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,892801.0,959307.381,808265.0
Indonesia,IDN,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2,86.26666667,87.33333333,87.33333333
Indonesia,IDN,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,100.0,96.6667,96.6667
Indonesia,IDN,"Trademark applications, resident, by count",IP.TMK.RSCT,51918.0,58659.0,40758.0
Indonesia,IDN,Scientific and technical journal articles,IP.JRN.ARTC.SC,12432.41,21263.52,30446.15
Indonesia,IDN,Time required to build a warehouse (days),IC.WRH.DURS,200.24,200.13,200.13
Indonesia,IDN,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,0.4,0.4,0.4
Indonesia,IDN,Time to prepare and pay taxes (hours),IC.TAX.DURS,207.5,207.5,191.0
Indonesia,IDN,"Time required to start a business, male (days)",IC.REG.DURS.MA,24.54,21.0,12.64
Indonesia,IDN,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,11.0,6.1,5.7
Indonesia,IDN,Time required to enforce a contract (days),IC.LGL.DURS,403.2,403.2,403.2
Indonesia,IDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,12.56055351,17.03700074,16.24664521
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.13999939,98.51000214,98.84999847
Indonesia,IDN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,75.1,78.7,81.85
Indonesia,IDN,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1.915724216E9,2.404549342E9,3.301090189E9
Indonesia,IDN,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,9.182624291,7.857651777,10.18435001
Indonesia,IDN,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,5.8806915986E10,5.5468651176E10,8.1769164767E10
Indonesia,IDN,Net official development assistance received (constant 2020 US$),DT.ODA.ODAT.KD,2.56230011E8,9.067700195E8,-7.29460022E8
Indonesia,IDN,"Net official flows from UN agencies, WHO (current US$)",DT.NFL.WHOL.CD,3024942.16,3715301.275,3881353.378
Indonesia,IDN,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,5978990.078,6180011.272,5038000.107
Indonesia,IDN,"PPG, private creditors (NFL, current US$)",DT.NFL.PRVT.CD,1.6674902E10,1.9044949E10,1.9348301E10
Indonesia,IDN,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1.1379968E10,1.1284182E10,3.545904E9
Indonesia,IDN,"IFC, private nonguaranteed (NFL, current US$)",DT.NFL.NIFC.CD,1.21845161E8,7.6288401E7,3.6999806E7
Indonesia,IDN,"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,8.02922E8,7.67274E8,8.06984E8
Indonesia,IDN,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,1.115312958E7,-172730.5651,-238064.5722
Indonesia,IDN,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,2.1256767E10,1.6496033E10,2.3767413E10
Indonesia,IDN,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,13.2171,12.6347,11.1409
Indonesia,IDN,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,1.95E11,2.15E11,2.34E11
Indonesia,IDN,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,35.95182023,37.53799552,37.05781581
Indonesia,IDN,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,0.9,0.8,0.7
Indonesia,IDN,Net migration,SM.POP.NETM,-39282.0,-39878.0,-40567.0
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.78,4.39,3.59
Indonesia,IDN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.48,4.183,3.348
Indonesia,IDN,"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,28.03,27.86,26.12
Indonesia,IDN,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2.61,2.97,2.38
Indonesia,IDN,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,4.02,4.62,4.01
Indonesia,IDN,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,14.704,16.329,13.802
Indonesia,IDN,"Labor force, total",SL.TLF.TOTL.IN,1.29760147E8,1.33327293E8,1.36201932E8
Indonesia,IDN,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,41.15,42.15,42.39
Indonesia,IDN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,66.69,67.65,68.24
Indonesia,IDN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,63.71057833,64.59537396,65.309831
Indonesia,IDN,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,61.63,62.84,63.34
Indonesia,IDN,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,91.02,88.16,90.16
Indonesia,IDN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,54.32,55.564,56.296
Indonesia,IDN,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,54.8,56.77,56.01
Indonesia,IDN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,54.5121,55.439,56.78884
Indonesia,IDN,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,16.65976,16.9803,16.63944
Indonesia,IDN,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,25.25049,24.38706,24.15086
Indonesia,IDN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,48.80906,48.0952,48.25441
Indonesia,IDN,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,42.136719,42.579455,42.490402
Indonesia,IDN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,78.225,78.469,79.451
Indonesia,IDN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.421001,3.570065,3.497849
Indonesia,IDN,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,39.73,39.86,41.56
Indonesia,IDN,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,32.15,31.92,34.75
Indonesia,IDN,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,7.133092731,6.847023219,6.080232
Indonesia,IDN,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,7.9,6.7,6.0
Indonesia,IDN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,6.6,5.4,4.4
Indonesia,IDN,Income share held by highest 10%,SI.DST.10TH.10,30.2,29.9,29.5
Indonesia,IDN,Income share held by second 20%,SI.DST.02ND.20,10.6,10.7,10.9
Indonesia,IDN,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,114.9628412,117.9387953,122.9206524
Indonesia,IDN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,51.83114059,54.47545987,59.0124997
Indonesia,IDN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2.180548432,1.355371555,1.996762401
Indonesia,IDN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,111.5139618,111.9118729,120.5895844
Indonesia,IDN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,319.0,316.0,312.0
Indonesia,IDN,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,3.7,3.7,3.7
Indonesia,IDN,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,3.2,3.19,3.16
Indonesia,IDN,Multilateral debt service (% of public and publicly guaranteed debt service),DT.TDS.MLAT.PG.ZS,10.44330261,13.83425985,15.64334472
Indonesia,IDN,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,1.834404583E10,1.7381120266E10,2.1102201919E10
Indonesia,IDN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,29.43508718,25.07242782,39.41267951
Indonesia,IDN,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,0.127081303,0.372036576,-0.282573152
Indonesia,IDN,Net official development assistance received (current US$),DT.ODA.ODAT.CD,2.801900024E8,9.626900024E8,-6.933699951E8
Indonesia,IDN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,2.801900024E8,9.626900024E8,-6.933699951E8
Indonesia,IDN,"Net official flows from UN agencies, UNFPA (current US$)",DT.NFL.UNFP.CD,1856404.424,2746609.926,3365317.345
Indonesia,IDN,"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,-1.31064E8,-1.24024E8,-9.2404E7
Indonesia,IDN,"PNG, bonds (NFL, current US$)",DT.NFL.PNGB.CD,1.073477E9,6.57643E8,1.476126E9
Indonesia,IDN,"PPG, official creditors (NFL, current US$)",DT.NFL.OFFT.CD,-9.049893901E8,1.401336612E9,-9.272278974E8
Indonesia,IDN,"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,-1.57662E8,-1.72849E8,-1.9003E8
Indonesia,IDN,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,847580.0157,1739799.976,3390079.975
Indonesia,IDN,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,1.5961833E10,8.735266E9,7.965016E9
Indonesia,IDN,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,1.6550278E10,1.731467E10,1.8112515E10
Indonesia,IDN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,4.6731E10,4.796E10,4.4798514E10
Indonesia,IDN,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,2.820410977E9,2.754377864E9,2.738601714E9
Indonesia,IDN,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,0.3,0.3,0.3
Indonesia,IDN,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,4.055857645,3.451329481,2.846801316
Indonesia,IDN,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,93.19921409,94.66729258,96.13537108
Indonesia,IDN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,86.19607174,87.98796431,89.79824104
Indonesia,IDN,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,13.7,12.7,11.5
Indonesia,IDN,Number of maternal deaths,SH.MMR.DTHS,9000.0,8300.0,7200.0
Indonesia,IDN,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,13.0,16.0,17.0
Indonesia,IDN,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.13,0.12,0.11
Indonesia,IDN,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,17.0,20.0,23.0
Indonesia,IDN,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,96.30163341,96.73133976,97.16113646
Indonesia,IDN,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,25.2,25.0,24.8
Indonesia,IDN,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,22.9,22.1,21.3
Indonesia,IDN,"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,5.3,5.2,5.2
Indonesia,IDN,Number of neonatal deaths,SH.DTH.NMRT,60670.0,57792.0,55347.0
Indonesia,IDN,Number of infant deaths,SH.DTH.IMRT,100511.0,95753.0,91772.0
Indonesia,IDN,Number of deaths ages 10-14 years,SH.DTH.1014,10013.0,9906.0,9785.0
Indonesia,IDN,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,29.0,29.8,30.6
Indonesia,IDN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,19.82142857,19.82142857,17.39130435
Indonesia,IDN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,16.12074089,16.5608902,17.34799957
Indonesia,IDN,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,40.86538315,39.42307663,43.26922989
Indonesia,IDN,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,1.82E14,8.31E13,2.29E14
Indonesia,IDN,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1.96E15,2.2E15,2.05E15
Indonesia,IDN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1.95E11,2.3E11,2.13E11
Indonesia,IDN,Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,3.25E11,3.53E11,3.61E11
Indonesia,IDN,Changes in inventories (current LCU),NE.GDI.STKB.CN,2.11E14,3.39E14,2.27E14
Indonesia,IDN,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,6.153974016,6.675845943,4.452382707
Indonesia,IDN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.897292176,6.514147381,-0.477023226
Indonesia,IDN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,100.1067389,100.5717133,100.5190782
Indonesia,IDN,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1.02E12,1.05E12,1.12E12
Indonesia,IDN,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,4.613316435,5.097100016,4.922599339
Indonesia,IDN,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,57.27557297,56.97989563,57.93046458
Indonesia,IDN,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD,2061.972156,2147.047964,2236.777981
Indonesia,IDN,Households and NPISHs final consumption expenditure: linked series (current LCU),NE.CON.PRVT.CN.AD,7.78E15,8.46E15,9.17E15
Indonesia,IDN,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,7.91E14,8.29E14,8.56E14
Indonesia,IDN,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,9.263023005E10,9.4025730842E10,9.857559061E10
Indonesia,IDN,Military expenditure (current LCU),MS.MIL.XPND.CN,1.18E14,1.07E14,1.15E14
Indonesia,IDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1.171E9,3.29E8,2.17E8
Indonesia,IDN,Secure Internet servers,IT.NET.SECR,338925.0,343412.0,455692.0
Indonesia,IDN,Fixed telephone subscriptions,IT.MLT.MAIN,1.1053303E7,8303511.0,9662135.0
Indonesia,IDN,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,44.15309815,43.1997787,45.66315041
Indonesia,IDN,"Air transport, passengers carried",IS.AIR.PSGR,1.08393123E8,1.151541009E8,9.1323153E7
Indonesia,IDN,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,47.09166667,43.79166667,43.79166667
Indonesia,IDN,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,70.45416667,72.35125,72.2025
Indonesia,IDN,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,80.0,80.0,90.0
Indonesia,IDN,"Patent applications, residents",IP.PAT.RESD,2271.0,1407.0,3093.0
Indonesia,IDN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,1322.0,1367.0,870.0
Indonesia,IDN,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,8.8395E9,3.4201E9,2.9E8
Indonesia,IDN,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,8.8395E9,3.4201E9,2.9E8
Indonesia,IDN,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,18.2,18.1,18.1
Indonesia,IDN,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,11.5,11.6,11.6
Indonesia,IDN,"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,12.22,11.0,11.22
Indonesia,IDN,Time required to start a business (days),IC.REG.DURS,24.5,21.0,12.6
Indonesia,IDN,Procedures to register property (number),IC.PRP.PROC,5.0,6.0,6.0
Indonesia,IDN,Time to resolve insolvency (years),IC.ISV.DURS,1.1,1.1,1.1
Indonesia,IDN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.03035736,96.8134079,97.52716827
Indonesia,IDN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,61.0,65.8,70.5
Indonesia,IDN,Public and publicly guaranteed debt service (% of GNI),DT.TDS.DPPG.GN.ZS,1.865297729,1.718839326,1.944762435
Indonesia,IDN,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,5.979728127,5.485359836,7.535782312
Indonesia,IDN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.059324078,3.604678108,-2.572010508
Indonesia,IDN,Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,0.081838095,0.267176863,-0.183414947
Indonesia,IDN,Net official development assistance and official aid received (constant 2020 US$),DT.ODA.ALLD.KD,2.56230011E8,9.067700195E8,-7.29460022E8
